Id_node_src;x_src;y_src;Id_node_dst;x_dst;y_dst;Euclidean;AStar;Path_x;Path_y;Id_place_src;Id_place_dst;Geom
8;7;2;10;2;3;5.0990195;8.2426405;2-3-4-4-4-4-4-3;7-8-7-6-5-4-3-2;10.0;12.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485714.375 6707407.5)
8;7;2;11;3;3;4.1231055;7.2426405;2-3-4-4-4-3-3;7-8-7-6-5-4-3;10.0;13.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485714.375 6707397.5, 485714.375 6707402.5)
8;7;2;12;5;3;2.236068;2.4142137;2-2-3;7-6-5;10.0;14.0;LineString(485709.375 6707382.5, 485709.375 6707387.5, 485714.375 6707392.5)
8;7;2;13;6;3;1.4142135;1.4142135;2-3;7-6;10.0;15.0;LineString(485709.375 6707382.5, 485714.375 6707387.5)
8;7;2;14;7;3;1.0;1.0;2-3;7-7;10.0;16.0;LineString(485709.375 6707382.5, 485714.375 6707382.5)
8;7;2;15;1;5;6.708204;9.2426405;2-3-4-4-4-4-4-4-5;7-8-7-6-5-4-3-2-1;10.0;17.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
8;7;2;16;2;5;5.8309517;8.2426405;2-3-4-4-4-4-4-5;7-8-7-6-5-4-3-2;10.0;18.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
8;7;2;17;3;5;5.0;7.2426405;2-3-4-4-4-4-5;7-8-7-6-5-4-3;10.0;19.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485724.375 6707402.5)
8;7;2;18;5;5;3.6055512;5.2426405;2-3-4-4-5;7-8-7-6-5;10.0;20.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485724.375 6707392.5)
8;7;2;19;6;5;3.1622777;4.2426405;2-3-4-5;7-8-7-6;10.0;21.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485724.375 6707387.5)
8;7;2;20;7;5;3.0;3.828427;2-3-4-5;7-8-7-7;10.0;22.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485724.375 6707382.5)
8;7;2;21;1;6;7.2111025;14.485281;2-3-4-4-4-5-6-7-8-8-8-7-6;7-8-7-6-5-4-4-4-3-2-1-0-1;10.0;23.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485739.375 6707407.5, 485739.375 6707412.5, 485734.375 6707417.5, 485729.375 6707412.5)
8;7;2;22;3;6;5.656854;7.656854;2-3-4-4-4-5-6;7-8-7-6-5-4-3;10.0;24.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707402.5)
8;7;2;23;5;6;4.472136;7.656854;2-3-4-4-4-5-6;7-8-7-6-5-4-5;10.0;25.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707392.5)
8;7;2;24;7;6;4.0;4.8284273;2-3-4-5-6;7-8-8-8-7;10.0;26.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707377.5, 485724.375 6707377.5, 485729.375 6707382.5)
8;7;2;25;1;7;7.81025;12.071068;2-3-4-4-4-5-6-7-8-8-7;7-8-7-6-5-4-4-4-3-2-1;10.0;27.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485739.375 6707407.5, 485734.375 6707412.5)
8;7;2;26;2;7;7.071068;11.071068;2-3-4-4-4-5-6-7-8-7;7-8-7-6-5-4-4-4-3-2;10.0;28.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485734.375 6707407.5)
8;7;2;27;3;7;6.4031243;8.656855;2-3-4-4-4-5-6-7;7-8-7-6-5-4-4-3;10.0;29.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
8;7;2;28;5;7;5.3851647;8.656855;2-3-4-4-4-5-6-7;7-8-7-6-5-4-4-5;10.0;30.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
8;7;2;29;6;7;5.0990195;11.071068;2-3-4-4-4-5-6-7-8-7;7-8-7-6-5-4-4-4-5-6;10.0;31.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707382.5, 485719.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
8;7;2;30;7;7;5.0;5.8284273;2-3-4-5-6-7;7-8-8-8-8-7;10.0;32.0;LineString(485709.375 6707382.5, 485714.375 6707377.5, 485719.375 6707377.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
9;1;3;10;2;3;1.0;1.0;3-3;1-2;11.0;12.0;LineString(485714.375 6707412.5, 485714.375 6707407.5)
9;1;3;11;3;3;2.0;2.828427;3-2-3;1-2-3;11.0;13.0;LineString(485714.375 6707412.5, 485709.375 6707407.5, 485714.375 6707402.5)
9;1;3;12;5;3;4.0;4.8284273;3-4-4-3-3;1-2-3-4-5;11.0;14.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485714.375 6707397.5, 485714.375 6707392.5)
9;1;3;13;6;3;5.0;5.8284273;3-4-4-4-4-3;1-2-3-4-5-6;11.0;15.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485714.375 6707387.5)
9;1;3;14;7;3;6.0;6.8284273;3-4-4-4-4-4-3;1-2-3-4-5-6-7;11.0;16.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485714.375 6707382.5)
9;1;3;15;1;5;2.0;2.0;3-4-5;1-1-1;11.0;17.0;LineString(485714.375 6707412.5, 485719.375 6707412.5, 485724.375 6707412.5)
9;1;3;16;2;5;2.236068;2.4142137;3-4-5;1-1-2;11.0;18.0;LineString(485714.375 6707412.5, 485719.375 6707412.5, 485724.375 6707407.5)
9;1;3;17;3;5;2.828427;2.828427;3-4-5;1-2-3;11.0;19.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485724.375 6707402.5)
9;1;3;18;5;5;4.472136;4.8284273;3-4-4-4-5;1-2-3-4-5;11.0;20.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485724.375 6707392.5)
9;1;3;19;6;5;5.3851647;5.8284273;3-4-4-4-4-5;1-2-3-4-5-6;11.0;21.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
9;1;3;20;7;5;6.3245554;6.8284273;3-4-4-4-4-4-5;1-2-3-4-5-6-7;11.0;22.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
9;1;3;21;1;6;3.0;3.828427;3-4-5-6;1-1-0-1;11.0;23.0;LineString(485714.375 6707412.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
9;1;3;22;3;6;3.6055512;5.2426405;3-4-4-5-6;1-2-3-4-3;11.0;24.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707402.5)
9;1;3;23;5;6;5.0;5.2426405;3-4-4-5-6;1-2-3-4-5;11.0;25.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707392.5)
9;1;3;24;7;6;6.708204;12.071068;3-4-4-5-6-7-8-8-8-7-6;1-2-3-4-4-4-5-6-7-8-7;11.0;26.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485739.375 6707387.5, 485739.375 6707382.5, 485734.375 6707377.5, 485729.375 6707382.5)
9;1;3;25;1;7;4.0;4.8284273;3-4-5-6-7;1-1-0-0-1;11.0;27.0;LineString(485714.375 6707412.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
9;1;3;26;2;7;4.1231055;7.2426405;3-4-5-6-7-8-7;1-1-0-0-0-1-2;11.0;28.0;LineString(485714.375 6707412.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707417.5, 485739.375 6707412.5, 485734.375 6707407.5)
9;1;3;27;3;7;4.472136;6.2426405;3-4-4-5-6-7;1-2-3-4-4-3;11.0;29.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
9;1;3;28;5;7;5.656854;6.2426405;3-4-4-5-6-7;1-2-3-4-4-5;11.0;30.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
9;1;3;29;6;7;6.4031243;8.656855;3-4-4-5-6-7-8-7;1-2-3-4-4-4-5-6;11.0;31.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
9;1;3;30;7;7;7.2111025;9.656855;3-4-4-5-6-7-8-8-7;1-2-3-4-4-4-5-6-7;11.0;32.0;LineString(485714.375 6707412.5, 485719.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485739.375 6707387.5, 485734.375 6707382.5)
10;2;3;11;3;3;1.0;1.0;3-3;2-3;12.0;13.0;LineString(485714.375 6707407.5, 485714.375 6707402.5)
10;2;3;12;5;3;3.0;3.828427;3-4-3-3;2-3-4-5;12.0;14.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485714.375 6707397.5, 485714.375 6707392.5)
10;2;3;13;6;3;4.0;4.8284273;3-4-4-4-3;2-3-4-5-6;12.0;15.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485714.375 6707387.5)
10;2;3;14;7;3;5.0;5.8284273;3-4-4-4-4-3;2-3-4-5-6-7;12.0;16.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485714.375 6707382.5)
10;2;3;15;1;5;2.236068;2.4142137;3-4-5;2-1-1;12.0;17.0;LineString(485714.375 6707407.5, 485719.375 6707412.5, 485724.375 6707412.5)
10;2;3;16;2;5;2.0;2.0;3-4-5;2-2-2;12.0;18.0;LineString(485714.375 6707407.5, 485719.375 6707407.5, 485724.375 6707407.5)
10;2;3;17;3;5;2.236068;2.4142137;3-4-5;2-2-3;12.0;19.0;LineString(485714.375 6707407.5, 485719.375 6707407.5, 485724.375 6707402.5)
10;2;3;18;5;5;3.6055512;3.828427;3-4-4-5;2-3-4-5;12.0;20.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485724.375 6707392.5)
10;2;3;19;6;5;4.472136;4.8284273;3-4-4-4-5;2-3-4-5-6;12.0;21.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
10;2;3;20;7;5;5.3851647;5.8284273;3-4-4-4-4-5;2-3-4-5-6-7;12.0;22.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
10;2;3;21;1;6;3.1622777;4.2426405;3-4-5-6;2-1-0-1;12.0;23.0;LineString(485714.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
10;2;3;22;3;6;3.1622777;4.2426405;3-4-5-6;2-3-4-3;12.0;24.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707402.5)
10;2;3;23;5;6;4.2426405;4.2426405;3-4-5-6;2-3-4-5;12.0;25.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707392.5)
10;2;3;24;7;6;5.8309517;11.071068;3-4-5-6-7-8-8-8-7-6;2-3-4-4-4-5-6-7-8-7;12.0;26.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485739.375 6707387.5, 485739.375 6707382.5, 485734.375 6707377.5, 485729.375 6707382.5)
10;2;3;25;1;7;4.1231055;5.2426405;3-4-5-6-7;2-1-0-0-1;12.0;27.0;LineString(485714.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
10;2;3;26;2;7;4.0;7.656854;3-4-5-6-7-8-7;2-1-0-0-0-1-2;12.0;28.0;LineString(485714.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707417.5, 485739.375 6707412.5, 485734.375 6707407.5)
10;2;3;27;3;7;4.1231055;5.2426405;3-4-5-6-7;2-3-4-4-3;12.0;29.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
10;2;3;28;5;7;5.0;5.2426405;3-4-5-6-7;2-3-4-4-5;12.0;30.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
10;2;3;29;6;7;5.656854;7.656854;3-4-5-6-7-8-7;2-3-4-4-4-5-6;12.0;31.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
10;2;3;30;7;7;6.4031243;8.656855;3-4-5-6-7-8-8-7;2-3-4-4-4-5-6-7;12.0;32.0;LineString(485714.375 6707407.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485739.375 6707387.5, 485734.375 6707382.5)
11;3;3;12;5;3;2.0;2.0;3-3-3;3-4-5;13.0;14.0;LineString(485714.375 6707402.5, 485714.375 6707397.5, 485714.375 6707392.5)
11;3;3;13;6;3;3.0;3.828427;3-3-4-3;3-4-5-6;13.0;15.0;LineString(485714.375 6707402.5, 485714.375 6707397.5, 485719.375 6707392.5, 485714.375 6707387.5)
11;3;3;14;7;3;4.0;4.8284273;3-3-4-4-3;3-4-5-6-7;13.0;16.0;LineString(485714.375 6707402.5, 485714.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485714.375 6707382.5)
11;3;3;15;1;5;2.828427;2.828427;3-4-5;3-2-1;13.0;17.0;LineString(485714.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
11;3;3;16;2;5;2.236068;2.4142137;3-4-5;3-2-2;13.0;18.0;LineString(485714.375 6707402.5, 485719.375 6707407.5, 485724.375 6707407.5)
11;3;3;17;3;5;2.0;2.0;3-4-5;3-3-3;13.0;19.0;LineString(485714.375 6707402.5, 485719.375 6707402.5, 485724.375 6707402.5)
11;3;3;18;5;5;2.828427;2.828427;3-4-5;3-4-5;13.0;20.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485724.375 6707392.5)
11;3;3;19;6;5;3.6055512;3.828427;3-4-4-5;3-4-5-6;13.0;21.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485724.375 6707387.5)
11;3;3;20;7;5;4.472136;4.8284273;3-4-4-4-5;3-4-5-6-7;13.0;22.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
11;3;3;21;1;6;3.6055512;5.2426405;3-4-4-5-6;3-2-1-0-1;13.0;23.0;LineString(485714.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
11;3;3;22;3;6;3.0;3.828427;3-4-5-6;3-3-4-3;13.0;24.0;LineString(485714.375 6707402.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707402.5)
11;3;3;23;5;6;3.6055512;3.828427;3-4-5-6;3-4-4-5;13.0;25.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707392.5)
11;3;3;24;7;6;5.0;7.2426405;3-4-4-4-4-5-6;3-4-5-6-7-8-7;13.0;26.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
11;3;3;25;1;7;4.472136;6.2426405;3-4-4-5-6-7;3-2-1-0-0-1;13.0;27.0;LineString(485714.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
11;3;3;26;2;7;4.1231055;7.2426405;3-4-5-6-7-8-7;3-3-4-4-4-3-2;13.0;28.0;LineString(485714.375 6707402.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485734.375 6707407.5)
11;3;3;27;3;7;4.0;4.8284273;3-4-5-6-7;3-3-4-4-3;13.0;29.0;LineString(485714.375 6707402.5, 485719.375 6707402.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
11;3;3;28;5;7;4.472136;4.8284273;3-4-5-6-7;3-4-4-4-5;13.0;30.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
11;3;3;29;6;7;5.0;7.2426405;3-4-5-6-7-8-7;3-4-4-4-4-5-6;13.0;31.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
11;3;3;30;7;7;5.656854;8.2426405;3-4-4-4-4-5-6-7;3-4-5-6-7-8-8-7;13.0;32.0;LineString(485714.375 6707402.5, 485719.375 6707397.5, 485719.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
12;5;3;13;6;3;1.0;1.0;3-3;5-6;14.0;15.0;LineString(485714.375 6707392.5, 485714.375 6707387.5)
12;5;3;14;7;3;2.0;2.828427;3-2-3;5-6-7;14.0;16.0;LineString(485714.375 6707392.5, 485709.375 6707387.5, 485714.375 6707382.5)
12;5;3;15;1;5;4.472136;4.8284273;3-4-4-4-5;5-4-3-2-1;14.0;17.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
12;5;3;16;2;5;3.6055512;3.828427;3-4-4-5;5-4-3-2;14.0;18.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
12;5;3;17;3;5;2.828427;2.828427;3-4-5;5-4-3;14.0;19.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485724.375 6707402.5)
12;5;3;18;5;5;2.0;2.0;3-4-5;5-5-5;14.0;20.0;LineString(485714.375 6707392.5, 485719.375 6707392.5, 485724.375 6707392.5)
12;5;3;19;6;5;2.236068;2.4142137;3-4-5;5-5-6;14.0;21.0;LineString(485714.375 6707392.5, 485719.375 6707392.5, 485724.375 6707387.5)
12;5;3;20;7;5;2.828427;2.828427;3-4-5;5-6-7;14.0;22.0;LineString(485714.375 6707392.5, 485719.375 6707387.5, 485724.375 6707382.5)
12;5;3;21;1;6;5.0;7.2426405;3-4-4-4-4-5-6;5-4-3-2-1-0-1;14.0;23.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707412.5)
12;5;3;22;3;6;3.6055512;3.828427;3-4-5-6;5-4-4-3;14.0;24.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707402.5)
12;5;3;23;5;6;3.0;3.828427;3-4-5-6;5-5-4-5;14.0;25.0;LineString(485714.375 6707392.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707392.5)
12;5;3;24;7;6;3.6055512;5.2426405;3-4-4-5-6;5-6-7-8-7;14.0;26.0;LineString(485714.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
12;5;3;25;1;7;5.656854;8.2426405;3-4-4-4-4-5-6-7;5-4-3-2-1-0-0-1;14.0;27.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485719.375 6707412.5, 485724.375 6707417.5, 485729.375 6707417.5, 485734.375 6707412.5)
12;5;3;26;2;7;5.0;7.2426405;3-4-5-6-7-8-7;5-4-4-4-4-3-2;14.0;28.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485734.375 6707407.5)
12;5;3;27;3;7;4.472136;4.8284273;3-4-5-6-7;5-4-4-4-3;14.0;29.0;LineString(485714.375 6707392.5, 485719.375 6707397.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
12;5;3;28;5;7;4.0;4.8284273;3-4-5-6-7;5-5-4-4-5;14.0;30.0;LineString(485714.375 6707392.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
12;5;3;29;6;7;4.1231055;7.2426405;3-4-5-6-7-8-7;5-5-4-4-4-5-6;14.0;31.0;LineString(485714.375 6707392.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
12;5;3;30;7;7;4.472136;6.2426405;3-4-4-5-6-7;5-6-7-8-8-7;14.0;32.0;LineString(485714.375 6707392.5, 485719.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
13;6;3;14;7;3;1.0;1.0;3-3;6-7;15.0;16.0;LineString(485714.375 6707387.5, 485714.375 6707382.5)
13;6;3;15;1;5;5.3851647;5.8284273;3-4-4-4-4-5;6-5-4-3-2-1;15.0;17.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485719.375 6707407.5, 485724.375 6707412.5)
13;6;3;16;2;5;4.472136;4.8284273;3-4-4-4-5;6-5-4-3-2;15.0;18.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485719.375 6707402.5, 485724.375 6707407.5)
13;6;3;17;3;5;3.6055512;3.828427;3-4-4-5;6-5-4-3;15.0;19.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485719.375 6707397.5, 485724.375 6707402.5)
13;6;3;18;5;5;2.236068;2.4142137;3-4-5;6-5-5;15.0;20.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707392.5)
13;6;3;19;6;5;2.0;2.0;3-4-5;6-6-6;15.0;21.0;LineString(485714.375 6707387.5, 485719.375 6707387.5, 485724.375 6707387.5)
13;6;3;20;7;5;2.236068;2.4142137;3-4-5;6-6-7;15.0;22.0;LineString(485714.375 6707387.5, 485719.375 6707387.5, 485724.375 6707382.5)
13;6;3;21;1;6;5.8309517;11.071068;3-4-5-6-7-8-8-8-7-6;6-5-4-4-4-3-2-1-0-1;15.0;23.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485739.375 6707407.5, 485739.375 6707412.5, 485734.375 6707417.5, 485729.375 6707412.5)
13;6;3;22;3;6;4.2426405;4.2426405;3-4-5-6;6-5-4-3;15.0;24.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707402.5)
13;6;3;23;5;6;3.1622777;4.2426405;3-4-5-6;6-5-4-5;15.0;25.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707392.5)
13;6;3;24;7;6;3.1622777;4.2426405;3-4-5-6;6-7-8-7;15.0;26.0;LineString(485714.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707382.5)
13;6;3;25;1;7;6.4031243;8.656855;3-4-5-6-7-8-8-7;6-5-4-4-4-3-2-1;15.0;27.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485739.375 6707407.5, 485734.375 6707412.5)
13;6;3;26;2;7;5.656854;7.656854;3-4-5-6-7-8-7;6-5-4-4-4-3-2;15.0;28.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707402.5, 485734.375 6707407.5)
13;6;3;27;3;7;5.0;5.2426405;3-4-5-6-7;6-5-4-4-3;15.0;29.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707402.5)
13;6;3;28;5;7;4.1231055;5.2426405;3-4-5-6-7;6-5-4-4-5;15.0;30.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707392.5)
13;6;3;29;6;7;4.0;7.656854;3-4-5-6-7-8-7;6-5-4-4-4-5-6;15.0;31.0;LineString(485714.375 6707387.5, 485719.375 6707392.5, 485724.375 6707397.5, 485729.375 6707397.5, 485734.375 6707397.5, 485739.375 6707392.5, 485734.375 6707387.5)
13;6;3;30;7;7;4.1231055;5.2426405;3-4-5-6-7;6-7-8-8-7;15.0;32.0;LineString(485714.375 6707387.5, 485719.375 6707382.5, 485724.375 6707377.5, 485729.375 6707377.5, 485734.375 6707382.5)
